Time	Modem-Sleep	Light-Sleep
830.000000	20.811000	1.468000
830.333333	21.434000	1.816000
830.666667	20.338000	1.436000
831.000000	21.576000	1.653000
831.333333	20.650000	1.940000
831.666667	21.662000	1.573000
832.000000	20.853000	1.901000
832.333333	21.473000	1.660000
832.666667	20.946000	1.766000
833.000000	21.884000	2.324000
833.333333	19.613000	1.727000
833.666667	20.371000	1.634000
834.000000	19.993000	1.593000
834.333333	21.573000	1.565000
834.666667	20.617000	1.580000
835.000000	20.327000	1.869000
835.333333	20.874000	1.873000
835.666667	22.061000	1.966000
836.000000	20.817000	1.685000
836.333333	22.123000	2.018000
836.666667	20.804000	2.004000
837.000000	22.024000	1.727000
837.333333	21.048000	2.072000
837.666667	21.372000	1.734000
838.000000	20.882000	1.701000
838.333333	21.431000	1.645000
838.666667	20.884000	1.625000
839.000000	21.907000	1.719000
839.333333	20.924000	2.081000
839.666667	22.101000	1.755000
840.000000	21.847000	1.964000
840.333333	21.408000	1.701000
840.666667	19.870000	1.651000
841.000000	19.968000	1.692000
841.333333	21.690000	1.712000
841.666667	21.161000	1.891000
842.000000	21.179000	1.518000
842.333333	19.906000	1.776000
842.666667	21.273000	1.709000
843.000000	20.652000	1.748000
843.333333	20.951000	1.237000
843.666667	20.841000	1.629000
844.000000	20.760000	1.637000
844.333333	21.080000	1.702000
844.666667	20.267000	1.769000
845.000000	22.396000	1.471000
845.333333	20.481000	1.460000
845.666667	20.349000	1.641000
846.000000	20.836000	1.832000
846.333333	20.933000	1.600000
846.666667	21.798000	1.529000
847.000000	20.386000	1.620000
847.333333	20.487000	1.850000
847.666667	20.480000	1.728000
848.000000	21.766000	1.520000
848.333333	23.309000	1.864000
848.666667	21.460000	1.529000
849.000000	21.891000	1.914000
849.333333	20.562000	2.083000
849.666667	21.604000	1.527000
850.000000	22.109000	1.766000
850.333333	21.948000	1.667000
850.666667	21.558000	1.504000
851.000000	20.210000	1.714000
851.333333	21.200000	1.935000
851.666667	22.135000	1.716000
852.000000	19.917000	1.754000
852.333333	21.475000	1.464000
852.666667	21.328000	1.523000
853.000000	21.804000	1.789000
853.333333	21.362000	1.490000
853.666667	20.650000	1.628000
854.000000	20.013000	1.848000
854.333333	21.560000	1.471000
854.666667	22.267000	1.890000
855.000000	20.312000	1.593000
855.333333	21.900000	1.678000
855.666667	20.926000	1.842000
856.000000	21.028000	1.565000
856.333333	20.517000	1.592000
856.666667	20.794000	1.543000
857.000000	20.288000	1.682000
857.333333	21.899000	2.010000
857.666667	19.651000	1.885000
858.000000	21.429000	1.694000
858.333333	21.514000	1.831000
858.666667	21.032000	1.656000
859.000000	22.135000	1.443000
859.333333	19.372000	1.762000
859.666667	20.782000	1.529000
860.000000	21.650000	1.507000
860.333333	21.324000	1.998000
860.666667	21.645000	2.108000
861.000000	21.053000	1.554000
861.333333	19.620000	1.759000
861.666667	21.181000	2.146000
862.000000	20.921000	1.401000
862.333333	22.070000	1.654000
862.666667	19.352000	1.239000
863.000000	21.345000	1.393000
863.333333	21.401000	1.559000
863.666667	20.672000	1.594000
864.000000	21.588000	1.425000
864.333333	20.502000	1.720000
864.666667	21.009000	1.764000
865.000000	20.328000	1.956000
865.333333	21.159000	1.890000
865.666667	21.718000	1.860000
866.000000	20.365000	1.670000
866.333333	22.176000	1.477000
866.666667	20.998000	1.580000
867.000000	19.358000	1.343000
867.333333	22.007000	1.503000
867.666667	20.804000	1.554000
868.000000	22.011000	1.942000
868.333333	21.135000	1.572000
868.666667	21.071000	1.810000
869.000000	20.847000	1.742000
869.333333	20.006000	1.986000
869.666667	19.206000	2.167000
870.000000	20.365000	1.659000
870.333333	20.298000	1.692000
870.666667	19.022000	1.900000
871.000000	22.235000	1.734000
871.333333	21.284000	1.658000
871.666667	21.808000	1.990000
872.000000	20.857000	1.482000
872.333333	21.347000	1.561000
872.666667	20.138000	1.552000
873.000000	20.912000	1.538000
873.333333	21.393000	1.787000
873.666667	21.296000	1.751000
874.000000	19.874000	1.733000
874.333333	20.469000	1.785000
874.666667	21.643000	1.657000
875.000000	21.078000	1.671000
875.333333	19.136000	1.637000
875.666667	20.941000	1.756000
876.000000	20.028000	1.485000
876.333333	20.755000	1.988000
876.666667	20.244000	1.284000
877.000000	21.857000	2.018000
877.333333	20.819000	1.765000
877.666667	22.235000	1.897000
878.000000	21.358000	1.489000
878.333333	22.503000	1.940000
878.666667	21.372000	1.888000
879.000000	20.707000	2.229000
879.333333	20.034000	1.185000
879.666667	21.185000	1.866000
880.000000	20.018000	1.656000
880.333333	20.884000	1.634000
880.666667	21.362000	1.693000
881.000000	22.332000	1.828000
881.333333	20.085000	1.459000
881.666667	22.285000	1.674000
882.000000	21.724000	1.793000
882.333333	22.112000	1.185000
882.666667	21.855000	1.408000
883.000000	21.305000	1.489000
883.333333	19.984000	1.545000
883.666667	21.491000	1.751000
884.000000	20.762000	1.736000
884.333333	18.796000	1.638000
884.666667	19.768000	1.849000
885.000000	22.508000	1.645000
885.333333	20.690000	1.681000
885.666667	19.740000	1.746000
886.000000	21.834000	1.536000
886.333333	21.227000	1.415000
886.666667	21.060000	1.330000
887.000000	19.305000	1.041000
887.333333	20.492000	1.679000
887.666667	21.611000	1.875000
888.000000	19.756000	1.935000
888.333333	20.883000	1.927000
888.666667	21.017000	1.934000
889.000000	21.398000	1.608000
889.333333	21.362000	1.855000
889.666667	21.956000	1.791000
890.000000	21.113000	1.913000
890.333333	21.129000	2.262000
890.666667	20.976000	1.527000
891.000000	20.897000	1.818000
891.333333	20.599000	1.665000
891.666667	20.682000	1.307000
892.000000	21.379000	1.787000
892.333333	20.232000	1.502000
892.666667	20.727000	1.492000
893.000000	21.758000	1.606000
893.333333	21.639000	2.042000
893.666667	20.423000	2.064000
894.000000	21.373000	1.965000
894.333333	20.373000	1.651000
894.666667	20.323000	1.808000
895.000000	21.402000	1.765000
895.333333	19.590000	1.559000
895.666667	21.031000	1.460000
896.000000	20.657000	1.530000
896.333333	20.345000	1.692000
896.666667	20.915000	1.834000
897.000000	21.891000	1.728000
897.333333	21.535000	1.872000
897.666667	22.018000	1.515000
898.000000	20.450000	1.374000
898.333333	21.660000	1.349000
898.666667	21.160000	1.834000
899.000000	21.977000	1.739000
899.333333	20.638000	1.722000
899.666667	21.683000	2.084000
900.000000	20.152000	1.632000
900.333333	18.412000	1.423000
900.666667	19.690000	1.735000
901.000000	20.586000	1.605000
901.333333	20.600000	1.727000
901.666667	21.430000	1.733000
902.000000	21.367000	1.426000
902.333333	22.020000	1.516000
902.666667	21.170000	1.998000
903.000000	20.450000	1.558000
903.333333	20.751000	1.779000
903.666667	21.800000	1.686000
904.000000	20.753000	1.984000
904.333333	21.220000	1.891000
904.666667	21.105000	1.692000
905.000000	20.823000	2.101000
905.333333	21.574000	1.561000
905.666667	20.190000	1.319000
906.000000	20.479000	1.641000
906.333333	20.784000	1.744000
906.666667	20.123000	1.569000
907.000000	20.392000	1.405000
907.333333	21.066000	1.702000
907.666667	20.537000	1.747000
908.000000	20.732000	1.260000
908.333333	20.280000	1.402000
908.666667	21.761000	1.640000
909.000000	19.581000	1.538000
909.333333	21.247000	1.925000
909.666667	21.711000	1.968000
910.000000	21.364000	1.502000
910.333333	21.132000	1.935000
910.666667	20.002000	1.568000
911.000000	19.581000	2.267000
911.333333	20.741000	1.368000
911.666667	20.083000	1.443000
912.000000	19.634000	1.707000
912.333333	21.250000	1.588000
912.666667	22.002000	1.589000
913.000000	21.741000	1.673000
913.333333	20.652000	1.893000
913.666667	19.954000	1.786000
914.000000	21.548000	1.828000
914.333333	21.095000	1.354000
914.666667	20.442000	2.072000
915.000000	20.915000	1.656000
915.333333	19.708000	1.946000
915.666667	20.981000	1.611000
916.000000	21.154000	1.830000
916.333333	20.744000	1.964000
916.666667	21.197000	1.743000
917.000000	22.550000	1.699000
917.333333	21.547000	1.689000
917.666667	20.197000	20.099000
918.000000	21.962000	21.389000
918.333333	21.380000	20.520000
918.666667	20.176000	20.548000
919.000000	20.481000	20.541000
919.333333	20.442000	23.047000
919.666667	20.352000	21.885000
920.000000	20.364000	23.545000
920.333333	21.789000	20.491000
920.666667	21.475000	61.728000
921.000000	20.217000	61.007000
921.333333	21.604000	62.499000
921.666667	21.137000	62.294000
922.000000	22.643000	60.678000
922.333333	22.007000	60.569000
922.666667	21.350000	61.369000
923.000000	20.987000	61.434000
923.333333	21.803000	60.690000
923.666667	20.791000	1.824000
924.000000	22.200000	1.298000
924.333333	20.964000	1.687000
924.666667	20.697000	1.828000
925.000000	19.834000	1.848000
925.333333	20.181000	1.586000
925.666667	20.892000	2.406000
926.000000	21.382000	1.433000
926.333333	20.742000	1.828000
926.666667	20.830000	1.928000
927.000000	22.509000	1.437000
927.333333	21.315000	1.967000
927.666667	21.666000	1.673000
928.000000	20.221000	2.086000
928.333333	21.886000	1.354000
928.666667	21.568000	1.879000
929.000000	21.960000	2.119000
929.333333	19.812000	1.704000
929.666667	20.011000	1.636000
930.000000	20.711000	1.442000
930.333333	20.301000	1.909000
930.666667	21.232000	1.390000
931.000000	21.769000	1.671000
931.333333	21.020000	2.007000
931.666667	21.426000	1.437000
932.000000	20.578000	1.427000
932.333333	20.580000	1.748000
932.666667	20.418000	1.486000
933.000000	20.920000	1.847000
933.333333	22.068000	1.552000
933.666667	21.836000	1.823000
934.000000	19.657000	1.471000
934.333333	20.804000	1.771000
934.666667	20.525000	1.872000
935.000000	21.163000	1.247000
935.333333	20.411000	1.587000
935.666667	20.173000	1.934000
936.000000	21.631000	1.200000
936.333333	19.600000	1.366000
936.666667	21.978000	2.155000
937.000000	20.969000	1.773000
937.333333	20.399000	1.549000
937.666667	20.244000	1.629000
938.000000	21.345000	1.826000
938.333333	62.555000	1.942000
938.666667	61.466000	1.955000
939.000000	61.652000	1.395000
939.333333	60.628000	2.026000
939.666667	60.594000	1.667000
940.000000	63.502000	1.976000
940.333333	60.546000	1.447000
940.666667	62.360000	1.637000
941.000000	61.018000	2.032000
941.333333	19.552000	1.966000
941.666667	21.072000	1.640000
942.000000	20.621000	1.909000
942.333333	21.395000	1.594000
942.666667	19.903000	1.491000
943.000000	21.145000	1.602000
943.333333	20.038000	1.614000
943.666667	19.318000	1.601000
944.000000	20.110000	1.427000
944.333333	21.190000	1.834000
944.666667	22.065000	1.542000
945.000000	21.245000	1.737000
945.333333	20.309000	1.980000
945.666667	21.544000	1.749000
946.000000	18.784000	1.778000
946.333333	20.751000	1.688000
946.666667	21.700000	1.680000
947.000000	18.996000	1.575000
947.333333	20.035000	1.878000
947.666667	21.297000	1.755000
948.000000	22.689000	1.689000
948.333333	22.190000	1.495000
948.666667	23.036000	2.135000
949.000000	21.846000	1.907000
949.333333	20.401000	1.839000
949.666667	19.243000	1.542000
950.000000	20.989000	1.465000
950.333333	21.739000	1.912000
950.666667	20.837000	1.849000
951.000000	21.279000	2.025000
951.333333	20.417000	1.464000
951.666667	21.320000	1.407000
952.000000	22.223000	1.514000
952.333333	19.984000	1.857000
952.666667	21.619000	2.015000
953.000000	20.964000	1.838000
953.333333	22.076000	1.731000
953.666667	20.137000	1.788000
954.000000	21.350000	1.493000
954.333333	21.113000	1.453000
954.666667	21.759000	1.785000
955.000000	21.448000	1.698000
955.333333	20.677000	1.536000
955.666667	20.678000	1.861000
956.000000	20.151000	1.692000
956.333333	21.198000	1.842000
956.666667	21.405000	1.751000
957.000000	20.917000	1.362000
957.333333	21.143000	1.544000
957.666667	20.288000	1.722000
958.000000	20.458000	1.993000
958.333333	21.428000	1.756000
958.666667	21.147000	1.687000
959.000000	22.799000	1.566000
959.333333	20.598000	1.412000
959.666667	21.373000	1.630000
960.000000	20.441000	1.888000
960.333333	21.657000	1.781000
960.666667	21.745000	1.229000
961.000000	21.666000	1.676000
961.333333	20.364000	1.445000
961.666667	21.273000	1.983000
962.000000	21.077000	1.827000
962.333333	21.017000	2.096000
962.666667	21.607000	1.531000
963.000000	21.339000	1.624000
963.333333	20.621000	1.815000
963.666667	20.505000	1.573000
964.000000	21.205000	1.774000
964.333333	22.218000	1.391000
964.666667	20.341000	1.621000
965.000000	21.095000	1.502000
965.333333	21.410000	2.058000
965.666667	20.958000	2.024000
966.000000	21.789000	1.685000
966.333333	20.529000	1.590000
966.666667	20.960000	1.584000
967.000000	20.999000	1.681000
967.333333	19.774000	2.111000
967.666667	20.675000	1.380000
968.000000	21.769000	1.908000
968.333333	19.829000	1.756000
968.666667	21.042000	1.762000
969.000000	20.653000	1.652000
969.333333	21.969000	1.770000
969.666667	20.381000	1.718000
970.000000	21.012000	1.917000
970.333333	19.962000	1.690000
970.666667	21.524000	1.904000
971.000000	21.182000	1.890000
971.333333	21.740000	1.846000
971.666667	22.088000	1.597000
972.000000	20.799000	1.576000
972.333333	21.383000	1.683000
972.666667	20.006000	1.249000
973.000000	20.830000	1.786000
973.333333	20.775000	1.651000
973.666667	20.457000	1.983000
974.000000	21.033000	1.890000
974.333333	21.236000	1.795000
974.666667	20.190000	1.428000
975.000000	19.874000	1.792000
975.333333	22.636000	2.051000
975.666667	20.939000	1.709000
976.000000	20.565000	1.733000
976.333333	20.721000	1.695000
976.666667	19.962000	1.473000
977.000000	21.874000	1.732000
977.333333	20.923000	1.588000
977.666667	20.880000	1.762000
978.000000	20.732000	1.308000
978.333333	20.984000	1.435000
978.666667	21.498000	1.471000
979.000000	21.815000	1.453000
979.333333	20.961000	1.728000
979.666667	21.940000	1.814000
980.000000	21.524000	1.179000
980.333333	21.824000	1.718000
980.666667	20.127000	1.578000
981.000000	20.312000	1.331000
981.333333	20.150000	1.778000
981.666667	21.195000	1.400000
982.000000	20.148000	1.595000
982.333333	20.568000	1.436000
982.666667	19.995000	1.817000
983.000000	22.057000	1.597000
983.333333	20.193000	1.703000
983.666667	21.518000	1.764000
984.000000	21.023000	1.249000
984.333333	21.154000	1.525000
984.666667	20.978000	1.503000
985.000000	22.002000	1.564000
985.333333	20.677000	1.662000
985.666667	21.605000	1.937000
986.000000	19.751000	1.860000
986.333333	20.300000	1.759000
986.666667	20.539000	1.909000
987.000000	21.853000	1.495000
987.333333	20.136000	1.737000
987.666667	19.774000	1.775000
988.000000	20.029000	1.694000
988.333333	21.172000	1.545000
988.666667	20.223000	1.785000
989.000000	22.518000	1.867000
989.333333	19.648000	1.404000
989.666667	19.041000	1.568000
990.000000	20.022000	1.525000
990.333333	21.040000	1.970000
990.666667	21.665000	1.743000
991.000000	22.065000	1.523000
991.333333	21.908000	1.790000
991.666667	21.277000	2.069000
992.000000	20.378000	1.572000
992.333333	20.907000	1.815000
992.666667	21.801000	1.524000
993.000000	20.217000	1.759000
993.333333	20.229000	1.954000
993.666667	23.312000	1.680000
994.000000	21.223000	1.159000
994.333333	20.743000	1.749000
994.666667	21.042000	1.724000
995.000000	21.710000	1.762000
995.333333	22.181000	1.888000
995.666667	20.675000	1.655000
996.000000	21.342000	1.625000
996.333333	21.954000	1.782000
996.666667	20.811000	1.558000
997.000000	20.670000	1.268000
997.333333	22.499000	1.540000
997.666667	20.218000	1.546000
998.000000	21.125000	1.823000
998.333333	21.476000	1.573000
998.666667	20.673000	1.795000
999.000000	21.161000	1.594000
999.333333	21.316000	1.530000
999.666667	20.716000	1.393000
1000.000000	20.996000	1.660000
1000.333333	22.208000	1.711000
1000.666667	21.721000	1.853000
1001.000000	21.389000	1.790000
1001.333333	21.515000	1.952000
1001.666667	22.090000	1.745000
1002.000000	19.542000	1.843000
1002.333333	21.012000	1.553000
1002.666667	20.714000	1.823000
1003.000000	21.440000	1.770000
1003.333333	21.350000	1.489000
1003.666667	21.304000	1.497000
1004.000000	20.231000	1.777000
1004.333333	21.324000	1.437000
1004.666667	21.642000	1.474000
1005.000000	21.606000	1.302000
1005.333333	20.600000	1.752000
1005.666667	20.679000	1.717000
1006.000000	21.506000	2.102000
1006.333333	20.740000	1.966000
1006.666667	19.166000	1.702000
1007.000000	21.205000	1.893000
1007.333333	20.256000	1.762000
1007.666667	20.607000	1.631000
1008.000000	21.080000	1.541000
1008.333333	21.537000	1.677000
1008.666667	21.527000	1.957000
1009.000000	21.290000	1.933000
1009.333333	21.951000	1.927000
1009.666667	19.690000	1.687000
1010.000000	21.346000	1.612000
1010.333333	19.020000	1.875000
1010.666667	20.518000	1.674000
1011.000000	21.169000	1.874000
1011.333333	21.137000	1.700000
1011.666667	19.529000	1.452000
1012.000000	20.922000	1.617000
1012.333333	20.430000	1.395000
1012.666667	20.689000	1.599000
1013.000000	20.677000	1.555000
1013.333333	20.562000	1.940000
1013.666667	21.006000	1.646000
1014.000000	20.905000	1.620000
1014.333333	20.603000	1.834000
1014.666667	21.727000	1.932000
1015.000000	21.098000	1.566000
1015.333333	21.094000	1.382000
1015.666667	21.270000	1.818000
1016.000000	21.016000	1.580000
1016.333333	21.357000	1.796000
1016.666667	22.251000	1.516000
1017.000000	20.106000	1.425000
1017.333333	20.363000	1.535000
1017.666667	20.567000	1.567000
1018.000000	21.058000	1.794000
1018.333333	21.428000	1.394000
1018.666667	21.514000	1.481000
1019.000000	20.387000	1.434000
1019.333333	22.839000	1.504000
1019.666667	20.530000	1.963000
1020.000000	22.067000	1.648000
1020.333333	19.776000	1.742000
1020.666667	21.801000	1.580000
1021.000000	20.135000	1.194000
1021.333333	21.031000	1.952000
1021.666667	20.759000	1.624000
1022.000000	20.073000	2.005000
1022.333333	21.356000	1.971000
1022.666667	19.353000	1.948000
1023.000000	22.206000	2.006000
1023.333333	21.069000	2.259000
1023.666667	19.771000	1.979000
1024.000000	20.380000	1.939000
1024.333333	20.675000	1.650000
1024.666667	20.705000	1.776000
1025.000000	20.054000	1.494000
1025.333333	20.979000	1.313000
1025.666667	21.875000	1.834000
1026.000000	19.916000	1.590000
1026.333333	22.786000	1.508000
1026.666667	20.582000	1.868000
1027.000000	22.058000	1.845000
1027.333333	20.428000	1.807000
1027.666667	20.442000	1.294000
1028.000000	20.026000	1.713000
1028.333333	20.994000	1.953000
1028.666667	21.922000	1.829000
1029.000000	19.208000	1.669000
1029.333333	22.175000	1.821000
1029.666667	22.157000	2.184000
1030.000000	21.345000	1.658000
1030.333333	22.182000	2.035000
1030.666667	19.271000	1.808000
1031.000000	21.438000	1.410000
1031.333333	21.542000	1.434000
1031.666667	19.287000	2.057000
1032.000000	18.322000	1.410000
1032.333333	20.750000	1.496000
1032.666667	20.937000	1.499000
1033.000000	21.044000	1.431000
1033.333333	20.295000	1.690000
1033.666667	21.490000	1.768000
1034.000000	20.989000	1.661000
1034.333333	20.713000	1.344000
1034.666667	21.633000	1.546000
1035.000000	21.295000	1.794000
1035.333333	21.379000	1.654000
1035.666667	19.823000	1.629000
1036.000000	21.085000	1.452000
1036.333333	22.858000	1.752000
1036.666667	21.686000	1.286000
1037.000000	20.829000	1.816000
1037.333333	21.506000	1.792000
1037.666667	21.622000	2.119000
1038.000000	20.457000	1.665000
1038.333333	20.288000	1.588000
1038.666667	20.591000	1.627000
1039.000000	21.385000	1.916000
1039.333333	20.209000	1.244000
1039.666667	21.407000	1.825000
1040.000000	20.240000	2.184000
1040.333333	21.202000	1.531000
1040.666667	21.673000	1.986000
1041.000000	19.487000	1.671000
1041.333333	20.047000	1.656000
1041.666667	22.283000	1.792000
1042.000000	20.116000	1.515000
1042.333333	20.870000	1.435000
1042.666667	21.094000	2.101000
1043.000000	20.518000	1.448000
1043.333333	20.972000	1.365000
1043.666667	20.743000	1.960000
1044.000000	21.227000	1.901000
1044.333333	20.628000	1.646000
1044.666667	22.174000	1.716000
1045.000000	20.559000	1.585000
1045.333333	21.305000	1.604000
1045.666667	20.964000	1.411000
1046.000000	21.566000	1.608000
1046.333333	20.668000	1.900000
1046.666667	21.128000	1.604000
1047.000000	21.596000	1.418000
1047.333333	19.776000	1.712000
1047.666667	20.926000	1.599000
1048.000000	20.520000	1.825000
1048.333333	21.275000	2.009000
1048.666667	21.421000	1.921000
1049.000000	22.540000	1.745000
1049.333333	21.966000	1.869000
1049.666667	21.689000	2.008000
1050.000000	22.085000	1.734000
1050.333333	21.380000	1.591000
1050.666667	20.262000	1.894000
1051.000000	21.265000	1.815000
1051.333333	21.714000	1.898000
1051.666667	20.715000	1.890000
1052.000000	20.085000	1.455000
1052.333333	20.078000	1.928000
1052.666667	22.428000	1.374000
1053.000000	21.800000	1.639000
1053.333333	21.244000	1.681000
1053.666667	21.573000	1.928000
1054.000000	21.058000	1.649000
1054.333333	20.361000	1.946000
1054.666667	20.362000	1.548000
1055.000000	21.140000	1.926000
1055.333333	20.192000	1.554000
1055.666667	21.224000	1.491000
1056.000000	21.258000	1.647000
1056.333333	22.527000	2.190000
1056.666667	20.641000	1.325000
1057.000000	20.078000	1.766000
1057.333333	19.334000	1.562000
1057.666667	19.649000	1.800000
1058.000000	22.602000	1.805000
1058.333333	21.417000	1.696000
1058.666667	21.020000	1.873000
1059.000000	21.186000	1.897000
1059.333333	21.811000	2.083000
1059.666667	20.680000	1.511000
1060.000000	20.994000	1.846000
1060.333333	22.232000	1.806000
1060.666667	22.172000	1.448000
1061.000000	21.474000	1.640000
1061.333333	20.774000	1.721000
1061.666667	20.569000	1.599000
1062.000000	20.667000	1.652000
1062.333333	20.603000	1.545000
1062.666667	20.731000	1.864000
1063.000000	19.600000	1.852000
1063.333333	21.655000	1.729000
1063.666667	21.005000	1.785000
1064.000000	21.445000	1.499000
1064.333333	19.842000	2.068000
1064.666667	21.164000	1.766000
1065.000000	20.807000	1.654000
1065.333333	21.480000	1.629000
1065.666667	20.888000	1.371000
1066.000000	20.256000	1.706000
1066.333333	22.310000	1.546000
1066.666667	21.467000	2.376000
1067.000000	21.109000	1.864000
1067.333333	21.306000	1.538000
1067.666667	19.116000	2.268000
1068.000000	20.166000	1.504000
1068.333333	19.693000	1.409000
1068.666667	21.398000	1.786000
1069.000000	20.540000	1.557000
1069.333333	21.479000	1.780000
1069.666667	20.070000	1.671000
1070.000000	21.122000	1.812000
1070.333333	20.693000	1.637000
1070.666667	21.361000	2.008000
1071.000000	20.054000	1.574000
1071.333333	19.556000	1.603000
1071.666667	21.125000	1.762000
1072.000000	20.866000	1.801000
1072.333333	21.163000	1.937000
1072.666667	19.786000	1.834000
1073.000000	19.456000	1.903000
1073.333333	21.171000	1.703000
1073.666667	19.960000	1.750000
1074.000000	20.902000	1.167000
1074.333333	22.218000	1.643000
1074.666667	21.664000	1.746000
1075.000000	21.571000	1.312000
1075.333333	21.413000	2.275000
1075.666667	20.740000	1.902000
1076.000000	21.315000	1.630000
1076.333333	19.015000	1.631000
1076.666667	20.828000	1.437000
1077.000000	20.225000	1.413000
1077.333333	20.469000	1.979000
1077.666667	22.647000	1.930000
1078.000000	19.270000	1.757000
1078.333333	22.068000	1.961000
1078.666667	21.209000	1.845000
1079.000000	20.520000	1.534000
1079.333333	21.383000	1.770000
1079.666667	22.381000	1.870000
1080.000000	21.396000	1.582000
1080.333333	20.661000	1.601000
1080.666667	22.409000	1.361000
1081.000000	21.673000	1.883000
1081.333333	21.224000	1.753000
1081.666667	21.715000	1.750000
1082.000000	22.186000	1.846000
1082.333333	21.648000	1.194000
1082.666667	19.985000	1.545000
1083.000000	22.626000	1.591000
1083.333333	20.221000	1.532000
1083.666667	21.946000	1.957000
1084.000000	19.707000	1.476000
1084.333333	20.501000	1.643000
1084.666667	21.251000	1.452000
1085.000000	19.278000	1.959000
1085.333333	21.670000	1.634000
1085.666667	21.465000	1.620000
1086.000000	19.634000	1.483000
1086.333333	22.028000	1.827000
1086.666667	21.383000	1.719000
1087.000000	20.472000	1.659000
1087.333333	19.273000	1.673000
1087.666667	21.242000	1.137000
1088.000000	20.002000	1.624000
1088.333333	21.030000	1.674000
1088.666667	20.862000	1.451000
1089.000000	20.935000	1.366000
1089.333333	19.820000	1.798000
1089.666667	21.454000	1.654000
1090.000000	20.442000	1.749000
1090.333333	20.098000	1.649000
1090.666667	21.025000	1.428000
1091.000000	21.220000	1.687000
1091.333333	21.462000	1.905000
1091.666667	21.775000	1.935000
1092.000000	22.251000	1.762000
1092.333333	21.916000	1.542000
1092.666667	19.738000	1.661000
1093.000000	20.682000	1.701000
1093.333333	18.683000	1.780000
1093.666667	20.598000	1.940000
1094.000000	21.240000	1.658000
1094.333333	20.822000	1.727000
1094.666667	20.847000	1.570000
1095.000000	20.527000	1.553000
1095.333333	23.121000	1.683000
1095.666667	21.271000	1.649000
1096.000000	20.756000	1.667000
1096.333333	21.153000	1.889000
1096.666667	20.746000	1.478000
1097.000000	21.450000	1.552000
1097.333333	20.489000	1.689000
1097.666667	20.198000	1.470000
1098.000000	19.885000	1.975000
1098.333333	19.985000	1.684000
1098.666667	20.477000	1.738000
1099.000000	21.157000	1.431000
1099.333333	19.912000	1.780000
1099.666667	19.898000	1.953000
1100.000000	21.104000	1.722000
1100.333333	20.172000	1.912000
1100.666667	20.484000	1.624000
1101.000000	20.694000	1.058000
1101.333333	20.398000	1.893000
1101.666667	21.018000	1.941000
1102.000000	19.718000	1.438000
1102.333333	22.023000	1.544000
1102.666667	21.984000	1.645000
1103.000000	20.545000	1.695000
1103.333333	21.080000	1.704000
1103.666667	21.295000	1.544000
1104.000000	20.403000	2.243000
1104.333333	20.260000	1.502000
1104.666667	20.378000	1.348000
1105.000000	19.888000	1.703000
1105.333333	21.683000	1.762000
1105.666667	21.331000	1.863000
1106.000000	21.591000	1.459000
1106.333333	21.097000	1.755000
1106.666667	19.316000	2.228000
1107.000000	20.296000	1.750000
1107.333333	20.494000	1.629000
1107.666667	22.318000	1.670000
1108.000000	21.221000	1.916000
1108.333333	20.492000	1.395000
1108.666667	20.251000	1.979000
1109.000000	21.810000	1.291000
1109.333333	21.365000	1.636000
1109.666667	20.150000	1.669000
1110.000000	20.528000	1.478000
1110.333333	21.522000	1.914000
1110.666667	21.188000	1.692000
1111.000000	20.592000	1.874000
1111.333333	21.725000	1.422000
1111.666667	21.777000	1.416000
1112.000000	21.440000	1.923000
1112.333333	22.126000	1.876000
1112.666667	20.423000	1.924000
1113.000000	21.629000	1.795000
1113.333333	20.002000	1.666000
1113.666667	20.639000	1.766000
1114.000000	20.932000	1.502000
1114.333333	20.768000	1.708000
1114.666667	22.147000	1.870000
1115.000000	21.183000	1.885000
1115.333333	21.266000	1.958000
1115.666667	20.586000	1.420000
1116.000000	20.970000	1.588000
1116.333333	20.910000	1.996000
1116.666667	20.309000	1.614000
1117.000000	21.015000	1.562000
1117.333333	20.322000	1.716000
1117.666667	20.985000	1.521000
1118.000000	20.120000	1.658000
1118.333333	23.151000	1.676000
1118.666667	21.624000	1.990000
1119.000000	21.090000	2.201000
1119.333333	19.980000	1.578000
1119.666667	20.258000	1.639000
1120.000000	21.569000	1.346000
1120.333333	21.268000	1.785000
1120.666667	21.157000	1.637000
1121.000000	21.121000	1.867000
1121.333333	20.984000	1.517000
1121.666667	21.406000	1.647000
1122.000000	21.204000	1.889000
1122.333333	21.815000	1.448000
1122.666667	21.659000	1.882000
1123.000000	20.425000	1.572000
1123.333333	19.333000	1.624000
1123.666667	20.583000	1.814000
1124.000000	19.133000	1.474000
1124.333333	19.576000	1.911000
1124.666667	21.727000	1.702000
1125.000000	21.873000	1.670000
1125.333333	19.900000	1.836000
1125.666667	21.539000	2.010000
1126.000000	21.069000	1.896000
1126.333333	20.587000	1.742000
1126.666667	21.269000	1.756000
1127.000000	21.479000	1.905000
1127.333333	21.774000	1.602000
1127.666667	20.234000	1.604000
1128.000000	21.041000	1.914000
1128.333333	21.975000	1.654000
1128.666667	22.012000	1.726000
1129.000000	22.309000	1.825000
1129.333333	20.270000	1.949000
1129.666667	21.015000	1.347000
1130.000000	22.097000	1.605000
1130.333333	21.653000	2.106000
1130.666667	20.611000	1.494000
1131.000000	20.186000	1.626000
1131.333333	22.166000	1.525000
